date,close,rate,mean,pos,neg,neu
2024/2/7,7.195,0.0515,0,0,0,1
2024/2/8,7.1968,0.025,0.2,1,0,0
2024/2/9,7.1936,0,0,0,0,0
2024/2/12,7.1936,0,0,0,0,0
2024/2/13,7.1936,0,0,0,0,0
2024/2/14,7.1936,0,0,0,0,0
2024/2/15,7.1936,0,0,0,0,0
2024/2/16,7.1936,0,0,0,0,0
2024/2/19,7.1982,0,0,0,0,0
2024/2/20,7.1919,-0.0875,-0.2,0,1,0
2024/2/21,7.1898,-0.0292,-0.2,0,1,0
2024/2/22,7.1947,0,0,0,0,0
2024/2/23,7.1959,0.0167,0,0,0,1
2024/2/26,7.1976,0.0236,0,0,0,1
2024/2/27,7.1979,0.0042,-0.2,0,1,0
2024/2/28,7.198,0,0,0,0,0
2024/2/29,7.1887,-0.1292,0,0,0,1
2024/3/1,7.1968,0.1127,0.2,1,0,0
2024/3/4,7.199,0.0306,0,0,0,1
2024/3/5,7.1968,0,0,0,0,0
2024/3/6,7.1979,0.0153,0.2,1,0,0
2024/3/7,7.1929,-0.0695,0,0,0,1
2024/3/8,7.186,-0.0959,-0.2,0,1,0
2024/3/11,7.183,-0.0417,-0.2,0,1,0
2024/3/12,7.181,-0.0278,0.2,1,0,0
2024/3/13,7.1868,0.0808,0.2,1,0,0
2024/3/14,7.1939,0.0988,0.2,1,0,0
2024/3/15,7.196,0.0292,0,0,0,1
2024/3/18,7.1983,0,0,0,0,0
2024/3/19,7.1994,0.0153,0,0,0,1
2024/3/20,7.1994,0,0,0,0,0
2024/3/21,7.1995,0,0,0,0,0
2024/3/22,7.2295,0.4167,0.5,1,0,0
2024/3/25,7.2112,0,0,0,0,0
2024/3/26,7.2183,0,0,0,0,0
2024/3/27,7.2273,0,0,0,0,0
2024/3/28,7.227,0,0,0,0,0
2024/3/29,7.2213,0,0,0,0,0
2024/4/1,7.2308,0,0,0,0,0
2024/4/2,7.233,0,0,0,0,0
2024/4/3,7.2338,0,0,0,0,0
2024/4/4,7.2338,0,0,0,0,0
2024/4/5,7.2338,0,0,0,0,0
2024/4/8,7.2309,0,0,0,0,0
2024/4/9,7.2323,0,0,0,0,0
2024/4/10,7.2343,0,0,0,0,0
2024/4/11,7.2374,0.0429,-0.2,0,1,0
2024/4/12,7.2374,0,0,0,0,0
2024/4/15,7.2382,0.0111,-0.2,0,1,0
2024/4/16,7.2378,-0.0055,0.5,1,0,0
2024/4/17,7.2389,0.0152,-0.2,0,1,0
2024/4/18,7.2387,-0.0028,0,0,0,1
2024/4/19,7.2404,0.0235,0,0,0,1
2024/4/22,7.2435,0.0428,0,0,0,1
2024/4/23,7.2453,0,0,0,0,0
2024/4/24,7.2461,0.011,0.2,1,0,0
2024/4/25,7.2399,-0.0856,-0.2,0,1,0
2024/4/26,7.2465,0,0,0,0,0
2024/4/29,7.2322,-0.1973,-0.5,0,1,0
2024/4/30,7.2411,0.1231,0.2,1,0,0
2024/5/1,7.2411,0,-0.2,0,1,0
2024/5/2,7.2411,0,0,0,0,0
2024/5/3,7.2411,0,0.2,1,0,0
2024/5/6,7.2089,-0.4447,-0.5,0,1,0
2024/5/7,7.2187,0.1359,0.2,1,0,0
2024/5/8,7.225,0.0873,0.2,1,0,0
2024/5/9,7.2214,0,0,0,0,0
2024/5/10,7.2268,0,0,0,0,0
2024/5/13,7.2329,0.0844,0.2,1,0,0
2024/5/14,7.2337,0,0,0,0,0
2024/5/15,7.2195,-0.1963,-0.5,0,1,0
2024/5/16,7.2191,-0.0055,0.2,1,0,0
2024/5/17,7.2243,0.072,0.2,1,0,0
2024/5/20,7.2351,0.1495,0,0,0,1
2024/5/21,7.2379,0.0387,0,0,0,1
2024/5/22,7.2413,0.047,0,0,0,1
2024/5/23,7.2419,0,0,0,0,0
2024/5/24,7.243,0.0152,0,0,0,1
2024/5/27,7.2445,0.0207,0,0,0,1
2024/5/28,7.245,0.0069,0,0,0,1
2024/5/29,7.2492,0.058,0,0,0,1
2024/5/30,7.2326,-0.229,-0.5,0,1,0
2024/5/31,7.2418,0.1272,0.2,1,0,0
2024/6/3,7.2423,0.0069,0,0,0,1
2024/6/4,7.2398,-0.0345,-0.2,0,1,0
2024/6/5,7.2477,0.1091,0,0,0,1
2024/6/6,7.2451,-0.0359,0,0,0,1
2024/6/7,7.2478,0.0373,-0.2,0,1,0
2024/6/10,7.2478,0,0,0,0,0
2024/6/11,7.2545,0,0,0,0,0
2024/6/12,7.2398,-0.2026,-0.2,0,1,0
2024/6/13,7.2525,0.1754,0,0,0,1
2024/6/14,7.2558,0,0,0,0,0
2024/6/17,7.2562,0.0055,0,0,0,1
2024/6/18,7.2545,0,0,0,0,0
2024/6/19,7.257,0,0,0,0,0
2024/6/20,7.2605,0.0482,0.2,1,0,0
2024/6/21,7.261,0,0,0,0,0
2024/6/24,7.2592,-0.0248,-0.2,0,1,0
2024/6/25,7.263,0.0523,0,0,0,1
2024/6/26,7.2667,0,0,0,0,0
2024/6/27,7.2689,0.0303,0.5,1,0,0
2024/6/28,7.2673,-0.022,-0.2,0,1,0
2024/7/1,7.2684,0.0151,0,0,0,1
2024/7/2,7.2713,0,0,0,0,0
2024/7/3,7.2703,0,0,0,0,0
2024/7/4,7.2682,0,0,0,0,0
2024/7/5,7.2684,0.0028,-0.2,0,1,0
2024/7/8,7.2687,0,0,0,0,0
2024/7/9,7.2726,0.0537,0,0,0,1
2024/7/10,7.2761,0.0481,0,0,0,1
2024/7/11,7.2579,-0.2501,-0.5,0,1,0
2024/7/12,7.2504,-0.1033,-0.2,0,1,0
2024/7/15,7.2599,0.131,0.2,1,0,0
2024/7/16,7.2686,0.1198,0.5,1,0,0
2024/7/17,7.2614,-0.0991,-0.5,0,1,0
2024/7/18,7.2605,-0.0124,-0.2,0,1,0
2024/7/19,7.2697,0.1267,0.2,1,0,0
2024/7/22,7.2737,0,0,0,0,0
2024/7/23,7.2749,0.0165,0,0,0,1
2024/7/24,7.2629,-0.165,-0.2,0,1,0
2024/7/25,7.2316,-0.431,-0.7,0,1,0
2024/7/26,7.2511,0.2696,0.5,1,0,0
2024/7/29,7.2601,0.1241,0.2,1,0,0
2024/7/30,7.2512,-0.1226,0.2,1,0,0
2024/7/31,7.2198,-0.433,-0.5,0,1,0
2024/8/1,7.2444,0.3407,0,0,0,1
2024/8/2,7.1603,-1.1609,-0.8,0,1,0
2024/8/5,7.1303,-0.419,-0.7,0,1,0
2024/8/6,7.157,0.3745,0,0,0,1
2024/8/7,7.1769,0.278,0.5,1,0,0
2024/8/8,7.1762,-0.0098,-0.5,0,1,0
2024/8/9,7.1673,-0.124,-0.2,0,1,0
2024/8/12,7.175,0.1074,0.2,1,0,0
2024/8/13,7.1556,-0.2704,-0.5,0,1,0
2024/8/14,7.1387,-0.2362,-0.2,0,1,0
2024/8/15,7.1747,0.5043,0.5,1,0,0
2024/8/16,7.1649,-0.1366,-0.2,0,1,0
2024/8/19,7.14,-0.3475,-0.5,0,1,0
