date,close,rate,mean,pos,neg,neu
2022/3/29,1.1085,0.9747,0.175,1,0,0
2022/3/30,1.1156,0.6405,0.4714,1,0,0
2022/3/31,1.1065,-0.8157,-0.15,0,1,0
2022/4/1,1.1053,-0.1085,0.1,1,0,0
2022/4/4,1.097,-0.7509,-0.1667,0,1,0
2022/4/5,1.0903,-0.6108,-0.5,0,1,0
2022/4/6,1.0893,-0.0917,-0.5333,0,1,0
2022/4/7,1.0878,-0.1377,-0.24,0,1,0
2022/4/8,1.0876,-0.0184,0.3,1,0,0
2022/4/11,1.0883,0.0644,-0.2,0,1,0
2022/4/12,1.0826,-0.5238,-0.28,0,1,0
2022/4/13,1.0885,0.545,-0.45,0,1,0
2022/4/14,1.0827,-0.5328,-0.2071,0,1,0
2022/4/15,1.0806,-0.194,-0.275,0,1,0
2022/4/18,1.078,-0.2406,-0.6667,0,1,0
2022/4/19,1.0786,0.0557,-0.4,0,1,0
2022/4/20,1.085,0.5934,0.1667,1,0,0
2022/4/21,1.0836,-0.129,0.4,1,0,0
2022/4/22,1.0794,0,0,0,0,0
2022/4/25,1.0711,-0.7689,-0.5667,0,1,0
2022/4/26,1.0636,-0.7002,0,0,0,1
2022/4/27,1.0555,-0.7616,-0.6667,0,1,0
2022/4/28,1.0494,-0.5779,-0.7,0,1,0
2022/4/29,1.0541,0.4479,0.45,1,0,0
2022/5/2,1.0504,0,0,0,0,0
2022/5/3,1.052,0.1523,-0.05,0,1,0
2022/5/4,1.0621,0,0,0,0,0
2022/5/5,1.054,-0.7626,-0.475,0,1,0
2022/5/6,1.0551,0.1044,0.1,1,0,0
2022/5/9,1.0555,0.0379,-0.7,0,1,0
2022/5/10,1.0527,-0.2653,0.4,1,0,0
2022/5/11,1.0511,0,0,0,0,0
2022/5/12,1.0379,-1.2558,-0.8889,0,1,0
2022/5/13,1.0411,0.3083,-1,0,1,0
2022/5/16,1.0431,0.1921,0.3,1,0,0
2022/5/17,1.0547,1.1121,0.4,1,0,0
2022/5/18,1.0466,0,0,0,0,0
2022/5/19,1.0586,0,0,0,0,0
2022/5/20,1.056,0,0,0,0,0
2022/5/23,1.0689,0,0,0,0,0
2022/5/24,1.0734,0,0,0,0,0
2022/5/25,1.068,-0.5031,-0.6,0,1,0
2022/5/26,1.0724,0.412,-0.15,0,1,0
2022/5/27,1.0727,0.028,-0.15,0,1,0
2022/5/30,1.0777,0.4661,0.2667,1,0,0
2022/5/31,1.0733,-0.4083,-0.7,0,1,0
2022/6/1,1.0646,-0.8106,-0.2,0,1,0
2022/6/2,1.0745,0.9299,0.55,1,0,0
2022/6/3,1.0718,-0.2513,-0.2667,0,1,0
2022/6/6,1.0694,-0.2239,0.4,1,0,0
2022/6/7,1.0699,0.0468,0.35,1,0,0
2022/6/8,1.0714,0,0,0,0,0
2022/6/9,1.0614,-0.9334,-0.1643,0,1,0
2022/6/10,1.0515,-0.9327,-0.6875,0,1,0
2022/6/13,1.0408,-1.0176,-0.05,0,1,0
2022/6/14,1.0414,0.0576,-0.525,0,1,0
2022/6/15,1.0443,0,0,0,0,0
2022/6/16,1.0547,0,0,0,0,0
2022/6/17,1.0498,-0.4646,0.025,1,0,0
2022/6/20,1.0509,0,0,0,0,0
2022/6/21,1.0525,0.1523,0.6,1,0,0
2022/6/22,1.0565,0.38,0.14,1,0,0
2022/6/23,1.0523,-0.3975,-0.375,0,1,0
2022/6/24,1.0554,0.2946,0.05,1,0,0
2022/6/27,1.0583,0,0,0,0,0
2022/6/28,1.0518,-0.6142,-0.6,0,1,0
2022/6/29,1.0439,-0.7511,-0.15,0,1,0
2022/6/30,1.0482,0.4119,-0.78,0,1,0
2022/7/1,1.0428,-0.5152,-0.625,0,1,0
2022/7/4,1.0421,0,0,0,0,0
2022/7/5,1.0266,-1.4874,-0.8583,0,1,0
2022/7/6,1.0181,-0.828,-0.8667,0,1,0
2022/7/7,1.0159,-0.2161,-0.5,0,1,0
2022/7/8,1.0183,0.2362,-0.6571,0,1,0
2022/7/11,1.0039,-1.4141,-0.8545,0,1,0
2022/7/12,1.0036,-0.0299,-0.9,0,1,0
2022/7/13,1.006,0.2391,-0.85,0,1,0
2022/7/14,1.0016,-0.4374,-0.6143,0,1,0
2022/7/15,1.0087,0.7089,-0.48,0,1,0
2022/7/18,1.0141,0.5353,0.24,1,0,0
2022/7/19,1.0224,0.8185,0.65,1,0,0
2022/7/20,1.0177,-0.4597,0.55,1,0,0
2022/7/21,1.0228,0.5011,0.1333,1,0,0
2022/7/22,1.021,-0.176,-0.625,0,1,0
2022/7/25,1.022,0,0,0,0,0
2022/7/26,1.0114,-1.0372,-0.8667,0,1,0
2022/7/27,1.0202,0.8701,0.6,1,0,0
2022/7/28,1.0196,-0.0588,0.85,1,0,0
2022/7/29,1.0218,0,0,0,0,0
2022/8/1,1.0261,0.4208,-0.8,0,1,0
2022/8/2,1.0164,0,0,0,0,0
2022/8/3,1.0164,0,0,0,0,0
2022/8/4,1.0243,0,0,0,0,0
2022/8/5,1.0181,0,0,0,0,0
2022/8/8,1.0195,0.1375,-0.55,0,1,0
2022/8/9,1.0211,0.1569,-0.9,0,1,0
2022/8/10,1.0297,0.8422,0.3,1,0,0
2022/8/11,1.0317,0.1942,-0.7,0,1,0
2022/8/12,1.0258,-0.5719,-0.7,0,1,0
2022/8/15,1.016,-0.9554,-0.7,0,1,0
2022/8/16,1.017,0.0984,-0.8333,0,1,0
2022/8/17,1.018,0.0983,-0.5667,0,1,0
2022/8/18,1.0088,-0.9037,-0.68,0,1,0
2022/8/19,1.0034,-0.5353,-0.44,0,1,0
2022/8/22,0.9941,-0.9268,-0.85,0,1,0
2022/8/23,0.9967,0.2615,-0.3615,0,1,0
2022/8/24,0.9965,-0.0201,-0.5909,0,1,0
2022/8/25,0.9974,0.0903,-0.1875,0,1,0
2022/8/26,0.9961,-0.1303,0.2857,1,0,0
2022/8/29,0.9995,0.3413,-0.35,0,1,0
2022/8/30,1.0012,0.1701,0.12,1,0,0
2022/8/31,1.0057,0.4495,0.225,1,0,0
2022/9/1,0.9944,-1.1236,-0.4125,0,1,0
2022/9/2,0.9951,0.0704,0.62,1,0,0
2022/9/5,0.9926,-0.2512,-0.7,0,1,0
2022/9/6,0.9902,0,0,0,0,0
2022/9/7,0.9999,0,0,0,0,0
2022/9/8,0.9994,0,0,0,0,0
2022/9/9,1.0039,0.4503,0.24,1,0,0
2022/9/12,1.0119,0.7969,0.52,1,0,0
2022/9/13,0.997,-1.4725,-0.6375,0,1,0
2022/9/14,0.9977,0.0702,-0.1,0,1,0
2022/9/15,0.9999,0.2205,0.14,1,0,0
2022/9/16,1.0015,0.16,-0.125,0,1,0
2022/9/19,1.0022,0,0,0,0,0
2022/9/20,0.997,-0.5189,-0.35,0,1,0
2022/9/21,0.9837,-1.334,-0.56,0,1,0
2022/9/22,0.9836,-0.0102,-0.3125,0,1,0
2022/9/23,0.969,-1.4843,-0.725,0,1,0
2022/9/26,0.9606,-0.8669,-0.025,0,1,0
2022/9/27,0.9592,-0.1457,-0.2333,0,1,0
2022/9/28,0.9734,1.4804,-0.24,0,1,0
2022/9/29,0.9814,0.8219,0.1364,1,0,0
2022/9/30,0.9799,0,0,0,0,0
2022/10/3,0.9824,0,0,0,0,0
2022/10/4,0.9983,0,0,0,0,0
2022/10/5,0.9882,0,0,0,0,0
2022/10/6,0.9788,-0.9512,-0.55,0,1,0
2022/10/7,0.9741,-0.4802,-0.6667,0,1,0
2022/10/10,0.97,-0.4209,-0.4,0,1,0
2022/10/11,0.9703,0.0309,-0.3,0,1,0
2022/10/12,0.9704,0.0103,0,0,0,1
2022/10/13,0.9773,0,0,0,0,0
2022/10/14,0.9719,-0.5525,0.1714,1,0,0
2022/10/17,0.9838,1.2244,0.75,1,0,0
2022/10/18,0.9852,0.1423,0.7,1,0,0
2022/10/19,0.9771,-0.8222,-0.6,0,1,0
2022/10/20,0.9783,0.1228,0.55,1,0,0
2022/10/21,0.986,0.7871,0.55,1,0,0
2022/10/24,0.9874,0.142,-0.1,0,1,0
2022/10/25,0.9964,0.9115,0.2667,1,0,0
2022/10/26,1.0077,1.1341,0.7417,1,0,0
2022/10/27,0.9962,-1.1412,-0.3846,0,1,0
2022/10/28,0.9963,0.01,-0.54,0,1,0
2022/10/31,0.9883,-0.803,-0.525,0,1,0
2022/11/1,0.9874,-0.0911,-0.0714,0,1,0
2022/11/2,0.9817,-0.5773,-0.4,0,1,0
2022/11/3,0.9751,-0.6723,-0.2375,0,1,0
